Date;Open Price;Close Price
2018-01-10 00:00;14073,16;14073,16
2018-01-10 01:00;14073,16;14193,43
2018-01-10 02:00;14193,43;14290,4
2018-01-10 03:00;14290,4;14139,18
2018-01-10 04:00;14139,18;14374,32
2018-01-10 05:00;14374,32;14182,03
2018-01-10 06:00;14182,03;14240,25
2018-01-10 07:00;14240,25;14115,24
2018-01-10 08:00;14115,24;13500,39
2018-01-10 09:00;13500,39;13790,67
2018-01-10 10:00;13790,67;13862,86
2018-01-10 11:00;13862,86;14073,29
2018-01-10 12:00;14073,29;13898,03
2018-01-10 13:00;13898,03;13907,03
2018-01-10 14:00;13907,03;13778,42
2018-01-10 15:00;13778,42;14420,99
2018-01-10 16:00;14420,99;14498,19
2018-01-10 17:00;14498,19;14556,76
2018-01-10 18:00;14556,76;14479,26
2018-01-10 19:00;14479,26;14339,61
2018-01-10 20:00;14339,61;14463,84
2018-01-10 21:00;14463,84;14481,59
2018-01-10 22:00;14481,59;14457,25
2018-01-10 23:00;14457,25;14859,3
2018-01-11 00:00;14859,3;14681,31
2018-01-11 01:00;14681,31;14496,48
2018-01-11 02:00;14496,48;14250,19
2018-01-11 03:00;14250,19;13295,6
2018-01-11 04:00;13295,6;13286,18
2018-01-11 05:00;13286,18;13123,3
2018-01-11 06:00;13123,3;13389,86
2018-01-11 07:00;13389,86;13566,97
2018-01-11 08:00;13566,97;13782,84
2018-01-11 09:00;13782,84;13539,09
2018-01-11 10:00;13539,09;13305,48
2018-01-11 11:00;13305,48;13449,15
2018-01-11 12:00;13449,15;13831,78
2018-01-11 13:00;13831,78;13704,39
2018-01-11 14:00;13704,39;13835,64
2018-01-11 15:00;13835,64;13997,75
2018-01-11 16:00;13997,75;13900,14
2018-01-11 17:00;13900,14;13670,12
2018-01-11 18:00;13670,12;13713,64
2018-01-11 19:00;13713,64;13361,39
2018-01-11 20:00;13361,39;13467,3
2018-01-11 21:00;13467,3;13445,23
2018-01-11 22:00;13445,23;13088,33
2018-01-11 23:00;13088,33;13316,81
2018-01-12 00:00;13316,81;13099,9
2018-01-12 01:00;13099,9;13414,49
2018-01-12 02:00;13414,49;13469,39
2018-01-12 03:00;13469,39;13640,92
2018-01-12 04:00;13640,92;13686,74
2018-01-12 05:00;13686,74;13603,33
2018-01-12 06:00;13603,33;13732,53
2018-01-12 07:00;13732,53;13620,27
2018-01-12 08:00;13620,27;13591,31
2018-01-12 09:00;13591,31;13507,24
2018-01-12 10:00;13507,24;13936,2
2018-01-12 11:00;13936,2;13971,35
2018-01-12 12:00;13971,35;14042,17
2018-01-12 13:00;14042,17;13871,66
2018-01-12 14:00;13871,66;13933,37
2018-01-12 15:00;13933,37;13647,04
2018-01-12 16:00;13647,04;13568,18
2018-01-12 17:00;13568,18;13616,18
2018-01-12 18:00;13616,18;13490,33
2018-01-12 19:00;13490,33;13770,3
2018-01-12 20:00;13770,3;13907,04
2018-01-12 21:00;13907,04;13744,49
2018-01-12 22:00;13744,49;13639,28
2018-01-12 23:00;13639,28;13784,29
2018-01-13 00:00;13784,29;14091,41
2018-01-13 01:00;14091,41;14158,9
2018-01-13 02:00;14158,9;14163,48
2018-01-13 03:00;14163,48;14162,52
2018-01-13 04:00;14162,52;14113,2
2018-01-13 05:00;14113,2;14192,94
2018-01-13 06:00;14192,94;14221,38
2018-01-13 07:00;14221,38;14410,83
2018-01-13 08:00;14410,83;14250,16
2018-01-13 09:00;14250,16;14219,11
2018-01-13 10:00;14219,11;14232,32
2018-01-13 11:00;14232,32;14257,65
2018-01-13 12:00;14257,65;14342,94
2018-01-13 13:00;14342,94;14484,72
2018-01-13 14:00;14484,72;14384,06
2018-01-13 15:00;14384,06;14260,29
2018-01-13 16:00;14260,29;14281,22
2018-01-13 17:00;14281,22;14308,72
2018-01-13 18:00;14308,72;14264,32
2018-01-13 19:00;14264,32;14085,2
2018-01-13 20:00;14085,2;14177,56
2018-01-13 21:00;14177,56;14166,75
2018-01-13 22:00;14166,75;14309,92
2018-01-13 23:00;14309,92;14203,74
2018-01-14 00:00;14203,74;14261,93
2018-01-14 01:00;14261,93;14315,84
2018-01-14 02:00;14315,84;14234,04
2018-01-14 03:00;14234,04;14217,13
2018-01-14 04:00;14217,13;13900,38
2018-01-14 05:00;13900,38;13794,87
2018-01-14 06:00;13794,87;13836,41
2018-01-14 07:00;13836,41;13752,01
2018-01-14 08:00;13752,01;13668,43
2018-01-14 09:00;13668,43;13548,09
2018-01-14 10:00;13548,09;13542,93
2018-01-14 11:00;13542,93;13516,68
2018-01-14 12:00;13516,68;13315,09
2018-01-14 13:00;13315,09;13599,06
2018-01-14 14:00;13599,06;13530,92
2018-01-14 15:00;13530,92;13219,51
2018-01-14 16:00;13219,51;13353,74
2018-01-14 17:00;13353,74;13494,79
2018-01-14 18:00;13494,79;13529,56
2018-01-14 19:00;13529,56;13374,75
2018-01-14 20:00;13374,75;13477,5
2018-01-14 21:00;13477,5;13393,82
2018-01-14 22:00;13393,82;13566,12
2018-01-14 23:00;13566,12;13618,19
2018-01-15 00:00;13618,19;13712,41
2018-01-15 01:00;13712,41;13642,62
2018-01-15 02:00;13642,62;13510,2
2018-01-15 03:00;13510,2;13548,65
2018-01-15 04:00;13548,65;13608,25
2018-01-15 05:00;13608,25;13586,64
2018-01-15 06:00;13586,64;13751,82
2018-01-15 07:00;13751,82;13650,02
2018-01-15 08:00;13650,02;13593,76
2018-01-15 09:00;13593,76;13684,48
2018-01-15 10:00;13684,48;13773,37
2018-01-15 11:00;13773,37;13748,78
2018-01-15 12:00;13748,78;14141,6
2018-01-15 13:00;14141,6;14167,92
2018-01-15 14:00;14167,92;14136,14
2018-01-15 15:00;14136,14;14062,06
2018-01-15 16:00;14062,06;14135,9
2018-01-15 17:00;14135,9;13919,12
2018-01-15 18:00;13919,12;13934,37
2018-01-15 19:00;13934,37;13902,59
2018-01-15 20:00;13902,59;13722,69
2018-01-15 21:00;13722,69;13918,66
2018-01-15 22:00;13918,66;13805,39
2018-01-15 23:00;13805,39;13574
2018-01-16 00:00;13574;13292,47
2018-01-16 01:00;13292,47;13056,11
2018-01-16 02:00;13056,11;13146,68
2018-01-16 03:00;13146,68;12955,76
2018-01-16 04:00;12955,76;12990,34
2018-01-16 05:00;12990,34;13118,75
2018-01-16 06:00;13118,75;13147,44
2018-01-16 07:00;13147,44;12488,38
2018-01-16 08:00;12488,38;12144,97
2018-01-16 09:00;12144,97;11503,65
2018-01-16 10:00;11503,65;11761,09
2018-01-16 11:00;11761,09;12328,27
2018-01-16 12:00;12328,27;12007,36
2018-01-16 13:00;12007,36;11533,81
2018-01-16 14:00;11533,81;11881,72
2018-01-16 15:00;11881,72;12273,94
2018-01-16 16:00;12273,94;11968,73
2018-01-16 17:00;11968,73;11367,68
2018-01-16 18:00;11367,68;11484,22
2018-01-16 19:00;11484,22;11577,92
2018-01-16 20:00;11577,92;11021,73
2018-01-16 21:00;11021,73;10617,36
2018-01-16 22:00;10617,36;11067,53
2018-01-16 23:00;11067,53;11369,39
2018-01-17 00:00;11369,39;11095,35
2018-01-17 01:00;11095,35;11303,49
2018-01-17 02:00;11303,49;10876,44
2018-01-17 03:00;10876,44;10827,15
2018-01-17 04:00;10827,15;11109,92
2018-01-17 05:00;11109,92;11073,75
2018-01-17 06:00;11073,75;11227,56
2018-01-17 07:00;11227,56;11141,17
2018-01-17 08:00;11141,17;10880,6
2018-01-17 09:00;10880,6;10515,33
2018-01-17 10:00;10515,33;10046,51
2018-01-17 11:00;10046,51;10216,17
2018-01-17 12:00;10216,17;10338,71
2018-01-17 13:00;10338,71;10050,95
2018-01-17 14:00;10050,95;9453,32
2018-01-17 15:00;9453,32;9501,26
2018-01-17 16:00;9501,26;10275
2018-01-17 17:00;10275;10137,44
2018-01-17 18:00;10137,44;9809,44
2018-01-17 19:00;9809,44;10572,21
2018-01-17 20:00;10572,21;10960,96
2018-01-17 21:00;10960,96;11378,02
2018-01-17 22:00;11378,02;11090,65
2018-01-17 23:00;11090,65;11098,56
2018-01-18 00:00;11098,56;11254,42
2018-01-18 01:00;11254,42;11435,44
2018-01-18 02:00;11435,44;11729,22
2018-01-18 03:00;11729,22;11346,9
2018-01-18 04:00;11346,9;11117,52
2018-01-18 05:00;11117,52;10992,45
2018-01-18 06:00;10992,45;11192,71
2018-01-18 07:00;11192,71;10663,94
2018-01-18 08:00;10663,94;10880,63
2018-01-18 09:00;10880,63;11229,6
2018-01-18 10:00;11229,6;11324,11
